Node Id	Estimated Local Triangle Count
29814	1266.6666666666654
3430	433.3333333333332
28627	11.111111111111112
20711	0.0
47095	11.111111111111112
35487	44.44444444444445
22954	0.0
1187	44.44444444444444
6729	11.111111111111109
3299	11.111111111111112
7916	22.222222222222225
1318	288.8888888888889
54086	0.0
50525	0.0
2374	11.111111111111112
68993	11.111111111111112
3168	100.00000000000001
17150	44.44444444444444
19786	22.222222222222225
23216	111.11111111111111
76516	0.0
5411	133.33333333333334
65694	66.66666666666667
7253	11.111111111111112
33637	11.111111111111112
8440	300.0000000000003
3561	466.66666666666646
12140	33.333333333333336
21374	0.0
4748	0.0
131	1588.8888888888862
28758	11.111111111111112
2898	466.66666666666646
3962	33.333333333333336
34955	0.0
36150	144.44444444444446
15562	0.0
33907	33.333333333333336
3954	44.44444444444445
663	2777.77777777778
8448	11.11111111111111
34824	0.0
58842	44.44444444444445
3037	499.99999999999994
5272	66.66666666666667
73741	11.111111111111112
67274	33.333333333333336
19123	11.111111111111112
66226	222.22222222222226
28365	0.0
270	6611.111111111167
51982	11.111111111111112
11739	44.44444444444445
24280	11.111111111111112
12271	11.111111111111112
28889	33.333333333333336
9496	0.0
24272	0.0
23748	33.333333333333336
262	411.1111111111109
14514	66.66666666666667
4355	0.0
81534	11.111111111111112
3029	1111.111111111109
44590	0.0
1588	11.111111111111102
6721	11.111111111111112
2104	122.22222222222224
12263	44.44444444444444
44582	22.222222222222225
29806	866.6666666666666
34423	44.44444444444445
29822	77.77777777777779
3438	166.66666666666669
2366	155.55555555555557
4625	144.44444444444446
19401	22.222222222222225
6852	0.0
139	266.66666666666674
22021	22.222222222222225
3553	322.222222222222
1326	277.7777777777777
8964	22.222222222222225
7114	22.22222222222222
64122	11.111111111111112
21890	33.333333333333336
3422	66.66666666666667
46031	44.44444444444445
18198	11.111111111111102
32974	2888.8888888889114
3160	433.3333333333332
4232	11.111111111111112
70303	44.44444444444445
29012	0.0
3831	0.0
12394	0.0
1310	1555.5555555555518
3569	66.66666666666667
64106	11.111111111111112
34554	0.0
23470	0.0
123	12444.44444444453
77032	0.0
532	1511.1111111111084
33776	0.0
8694	0.0
52228	11.111111111111112
540	2655.555555555565
43018	0.0
8702	44.44444444444444
52236	11.111111111111112
39703	11.111111111111112
23478	33.333333333333336
48560	11.111111111111112
32712	0.0
8718	11.111111111111102
24534	144.44444444444446
41962	11.111111111111112
33768	0.0
46702	33.333333333333336
4216	422.2222222222222
19794	55.55555555555557
78481	11.111111111111112
8710	222.22222222222126
34153	11.111111111111112
909	77.77777777777779
6058	300.00000000000006
8309	44.44444444444445
13450	0.0
917	233.3333333333333
8317	11.111111111111112
3176	1288.8888888888875
79938	11.111111111111112
8325	0.0
1334	444.44444444444434
76647	11.111111111111112
60021	11.111111111111112
32335	0.0
23085	11.111111111111112
39711	11.111111111111109
10167	11.111111111111112
2767	88.8888888888889
39719	11.111111111111112
925	522.2222222222221
52645	0.0
48945	0.0
47103	0.0
21243	11.111111111111112
50509	88.88888888888889
1072	311.11111111111126
27555	22.222222222222225
1171	44.44444444444445
58556	11.111111111111112
21652	155.55555555555557
69934	11.111111111111112
3414	0.0
19639	33.333333333333336
6876	0.0
29798	44.44444444444445
34415	0.0
17265	211.1111111111109
34284	0.0
73495	0.0
81542	11.111111111111112
5558	0.0
1203	122.22222222222224
58588	22.222222222222225
10175	11.111111111111112
8293	44.44444444444445
5689	11.111111111111112
19540	22.222222222222225
4764	0.0
63999	0.0
7670	22.222222222222225
278	444.44444444444423
3152	622.2222222222217
10044	33.333333333333336
38008	0.0
28349	33.333333333333336
66210	33.333333333333336
8424	22.22222222222222
43943	11.111111111111112
68977	11.111111111111112
17928	77.77777777777779
7007	44.44444444444444
53447	0.0
3315	200.00000000000003
6844	44.44444444444444
46055	0.0
548	122.22222222222214
37321	111.11111111111113
3970	44.44444444444445
4069	44.44444444444445
37222	22.222222222222225
6312	11.111111111111112
8464	411.111111111111
8555	22.222222222222225
3978	133.33333333333334
8595	788.8888888888885
12247	22.22222222222222
21096	22.222222222222225
22446	11.111111111111112
12156	22.22222222222222
21088	22.222222222222225
14498	0.0
12148	11.111111111111112
8456	11.111111111111112
7662	11.111111111111112
21922	11.111111111111112
9913	11.111111111111112
28373	0.0
4863	0.0
32990	22.222222222222225
63991	66.66666666666666
7638	11.111111111111112
12255	0.0
3938	188.8888888888889
246	44.44444444444445
254	122.22222222222224
15947	122.22222222222223
