Node Id	Estimated Local Triangle Count
29814	1221.9327980106973
6860	33.994181719344866
82582	0.0
47095	40.68741637152368
35487	91.30883184913061
22954	0.0
1187	27.5901299238724
3299	15.353551680887541
18206	10.217545431186545
25328	1.0
2374	17.595502648956547
65301	8.601019823577797
13458	1.0
23216	94.57542456801093
5411	77.33510149716588
4224	0.0
33637	27.296319270252212
25066	1.7422592019024954
54618	2.0680924237373666
3561	647.2890274205199
4748	15.598543764496728
3962	157.36451028447928
34963	0.0
2898	310.6063014378286
8571	4.0
48683	1.0
36150	122.28650328476789
663	3786.0219693795916
21104	0.0
8448	25.068780899734712
34824	0.9452420866956486
58842	32.93435296169237
5272	31.33930479319929
3037	728.1790854795821
38647	16.61287961291129
67274	14.143770820119414
66226	86.86419282868125
11747	1.0
28365	0.0
24280	16.14749871641736
28889	36.92827828472926
9496	42.984274237219324
262	327.34043526067506
8972	1.0
40374	0.0
6721	0.0
15955	16.82641421717277
1588	14.709917381182768
44582	18.852156631805073
34423	81.81928808694873
17158	10.982196662067834
26376	1.0
5796	1.0
3438	298.3384144170212
4625	192.35872759459616
23077	1.3820643519740246
139	448.1729974656285
21644	8.054710624838926
44598	1.0
5812	1.0
1326	194.53442908041933
21890	81.45681968036595
54094	1.0
3422	127.28856117368915
46031	54.325378203555296
32974	2096.4056096813097
3160	444.34046086365396
29012	0.0
77048	3.270039514823508
19778	7.0210149643282085
21628	15.3666340296393
28242	1.0
1310	1500.310931231296
29675	10.072407744089038
123	12554.743277742667
31525	3.014300865289796
33776	19.857861147762854
8694	3.5688378337816395
52228	0.0
540	2905.604319751357
26793	9.117548820122503
33760	5.0
23478	11.276705501696782
48560	2.0
32712	14.480572945457574
55527	0.0
47496	2.087095837365025
53046	6.446857389222998
17944	8.17212831659699
524	1.0
19794	49.035861964903816
78481	4.0
8710	439.13354001367253
909	35.73949027224144
6058	102.06062155338577
8309	25.209527469517326
3176	1747.3598442790862
43395	0.0
8325	63.67406843999376
76647	2.7524344377468206
34161	3.621009986249809
47111	1.0
39711	0.0
80347	2.845325762626333
52645	0.0
925	631.2321470467953
34177	7.513763702350804
50795	1.8153510372829251
48945	1.0
30477	14.506328053553212
21243	2.0
1171	60.1167202742785
19639	15.193553979144774
63173	10.732916576387636
6876	29.85305121444588
29798	22.054907878735968
17265	193.01948168184435
19377	2.1684704340029413
34284	0.0
1203	205.9789511235496
10175	10.336873423010505
8293	14.822841553354909
5689	7.644063928357029
27686	0.0
4764	21.127556158573192
37845	0.0
278	491.6101945571004
28349	13.89320640255806
23200	1.050027520058149
66210	60.38053854876071
22708	7.018783459183847
17928	67.46374124833523
53447	13.959970408925432
11624	10.651169434066214
32204	11.319071947758534
3315	23.692214335538615
6844	17.679850342828832
37321	146.47279938031545
4240	1.0
4069	59.938074350955496
8587	6.124150827712113
53415	0.0
8464	226.33617108918168
8555	73.97361692832155
7630	0.0
3978	25.830249847991716
21088	0.9421587730385144
12148	7.879816652931906
23232	1.05079619740089
7662	10.35707904777999
69017	5.424348685398408
35765	1.9206184464753369
38016	4.666148340023241
9913	45.865788867052174
21922	1.0
32990	38.84268316959649
63991	73.50679814110073
28472	0.0
20997	0.0
17297	9.138755540972024
12255	32.35343233663739
246	45.22582728000852
28381	0.7691844493210547
4871	110.19560716159639
3946	4.442174110057084
67568	1.0
46972	1.0
59521	10.176994555479936
50517	77.77293030343017
28520	9.451528618838843
1064	365.60752219398114
24018	2.88679428996699
19532	15.163872902555745
3454	2.0
1080	670.1495424488918
29921	610.8528342002435
19548	7.713108970649285
68985	5.422537361630023
64007	5.068459152210449
36551	4.0
23986	2.9591817015977075
5566	8.93208370177981
37968	2.0965989851710907
13581	114.2924166053232
29953	1535.65496147053
5518	0.0
20965	2.5361749422445685
385	999.7421649868596
38000	6.332368405579707
68969	3.9518580053580985
2481	668.541800316671
8432	8.0
73503	1.0
29937	1.0
55035	0.0
8603	23.030658972115354
1048	12.490238483250542
50501	936.6445403211605
28504	0.0
12132	18.86960256508192
14367	9.573789135960222
68306	2.5506884181261777
52121	1.9230510099677312
21120	0.0
12116	23.853768501028565
4085	5.493719421643203
29167	0.0
66087	0.0
4101	39.98710000254633
401	1962.677449142041
1866	35.40807127915356
49052	9.91113474029732
64670	4.97293809636245
21136	0.0
8416	0.0
15800	30.365012099705083
5534	120.3790998435935
3283	599.8325003545572
34268	3.37305968022704
48437	1.0
36535	49.7638323707428
68354	20.134046326646512
21735	6.199685563534061
1850	368.41632619588853
5550	70.8637077389964
35102	0.0
21751	41.34642213086293
33669	6.4578851654575455
9234	0.0
4117	1.898349331240711
417	12.376918455657556
29135	40.12123231032526
18238	74.8338303255755
3529	9883.76128080135
18436	42.13130732101217
19623	0.0
2144	20.258875566944607
17249	42.878443569818074
9202	10.091571874840856
2342	1.041675682995597
22724	13.260147994725234
52736	0.0
22986	0.38185293159935796
6828	0.2685762055337202
23184	1.0496859759626291
43304	0.0
8079	13.072961737894508
13752	5.394629557354963
5443	54.07036916369209
28857	0.0
64082	0.0
34530	7.698068986297649
9929	31.023468525411616
43764	8.404841172562582
4978	384.4229085149329
47988	2.0
893	51.10562846127489
7753	12.329385773490682
2406	0.0
51351	2.9053730522491827
8015	0.0
3994	18.28522014696192
11378	29.508888284328034
29183	0.0
15538	22.44477440080186
31557	8.257715597130206
556	49.50508572842833
40791	0.0
3930	30.925755804092958
70343	10.585071817355487
2545	11.181800679330422
51025	1.8160247792793418
695	44.04196821676534
12239	51.55852210524528
30247	10.932313400186112
21473	0.7472733614355764
40406	8.0
21596	8.032179260591583
76417	1.0
14089	5.355731020955538
5304	2.841748924367767
24173	40.89214269063922
2005	1.0
33006	4.441822840132038
34931	3.635825508378974
23248	1.051223361898545
6630	70.84162611131944
5379	16.05786896037136
1096	3.534631872201929
15864	47.20435350761044
21072	0.0
38032	4.6666144958031825
22922	5.313281942959085
28798	34.61465842118177
8480	72.44327350264123
22847	1.7397668439839442
23045	2.6405134886132675
21676	18.162951956894464
74626	1.0
80315	29.32652515042647
9325	1.0
13827	12.690023528490368
27547	1.8498898179141365
23061	9.546061471918593
32081	9.23057610059399
52677	1.0330183717829413
18313	43.437781157454346
4839	345.6793557715307
32097	6.113238135637686
18575	1.352539327320904
71343	1.0
49298	9.778321760255928
4855	45.859478188740276
40326	4.92542476091489
15260	2.5371097422649393
43427	1.333834991921184
6689	93.32469866055239
12378	62.773454063791014
80379	6.444737857470242
24713	3.621538591199569
50747	0.0
3406	578.9090539559962
32958	88.20812354453997
43363	44.64018913302808
15661	1.0
15741	72.6719736608996
80561	1.117954619740089
